company_id,link,title,phone,address,district,email
82,https://www.spyur.am//am/companies/concept-studio-development-and-branding-agency/29132,«ՔՈՆՍԵՓԹ ՍՏՈՒԴԻՈ» ԾՐԱԳՐԱՎՈՐՄԱՆ ԵՎ ԲՐԵՆԴԻՆԳԻ ԳՈՐԾԱԿԱԼՈՒԹՅՈՒՆ,['tel:+37411202311'],"Հայաստան, 0009, Երևան
Վերին Անտառային փող., 11 շենք",(Կենտրոն վարչ. շրջան),info@conceptstudio.am
83,https://www.spyur.am//am/companies/gulian-digital/52314,«ՂՈՒԼՅԱՆ ԴԻՋԻԹԱԼ» սահմանափակ պատասխանատվությամբ ընկերություն (ՍՊԸ),['tel:+37491510350'],"Հայաստան, 0010, Երևան
Արամի փող., 42 շենք",(Կենտրոն վարչ. շրջան),info@gulian.digital
84,https://www.spyur.am//am/companies/shipex/43143,«ՇԻՓԷՔՍ»,['tel:+37411330880'],"Հայաստան, 0009, Երևան
Մաշտոցի պող., 54ա շենք, տարածք 38",(Կենտրոն վարչ. շրջան),support@shipex.am
86,https://www.spyur.am//am/companies/technolab/39278,«ԹԵՔՆՈԼԱԲ»,"['tel:+37498640616', 'tel:+37411556919']","Հայաստան, 0074, Երևան
Արշակունյաց պող., 278 շենք, 5-րդ հարկ, սեն.501",(Շենգավիթ վարչ. շրջան),artem@sadoyan.am
87,https://www.spyur.am//am/companies/ohm-energy/42169,«ՕՀՄ ԷՆԵՐՋԻ» սահմանափակ պատասխանատվությամբ ընկերություն (ՍՊԸ),"['tel:+37411220880', 'tel:+37477245246', 'tel:+37444220881']","Հայաստան, 0070, Երևան
Ալեք Մանուկյան փող., 15ա շենք",(Կենտրոն վարչ. շրջան),info@ohmenergy.am
88,https://www.spyur.am//am/companies/lime-tech/7013,«ԼԱՅՄ ՏԵԽ» սահմանափակ պատասխանատվությամբ ընկերություն (ՍՊԸ),"['tel:+37410202027', 'tel:+37498229967']","Հայաստան, 0033, Երևան
Հակոբ Հակոբյան փող., 3 շենք",(Արաբկիր վարչ. շրջան),info@limetech.am
89,https://www.spyur.am//am/companies/l-four-accounting-center/22063,«ԷԼ ՖՈՐ» ՀԱՇՎԱՊԱՀԱԿԱՆ ԿԵՆՏՐՈՆ սահմանափակ պատասխանատվությամբ ընկերություն (ՍՊԸ),"['tel:+37493516170', 'tel:+37411516170', 'tel:+37499516170', 'tel:+37495516170']","Հայաստան, 0054, Երևան
Անաստաս Միկոյան փող., 2/2 շենք, տարածք 195",(Դավթաշեն վարչ. շրջան),info@L4.am
90,https://www.spyur.am//am/companies/hybrid-solutions/27205,«ՀԻԲՐԻԴ ՍՈԼՅՈՒՇՆՍ» սահմանափակ պատասխանատվությամբ ընկերություն (ՍՊԸ),"['tel:+37460750469', 'tel:+37460750808']","Հայաստան, 0014, Երևան
Հրաչյա Ներսիսյան փող. փակուղի, 1 շենք",(Քանաքեռ-Զեյթուն վարչ. շրջան),mirzoyan@hs.am
91,https://www.spyur.am//am/companies/eic-telecom/29191,"«Ի ԱՅ ՍԻ ՏԵԼԵԿՈՄ» (""EIC TELECOM"")","['tel:+37460499000', 'tel:+37455200022']","Հայաստան, 0012, Երևան
Հրաչյա Քոչարի փող., 15 շենք",(Արաբկիր վարչ. շրջան),info@eic.am
92,https://www.spyur.am//am/companies/impress-accounting-and-consulting-company/31733,«ԻՄՊՐԵՍ» ՀԱՇՎԱՊԱՀԱԿԱՆ ԵՎ ԽՈՐՀՐԴԱՏՎԱԿԱՆ ԾԱՌԱՅՈՒԹՅՈՒՆՆԵՐ ՄԱՏՈՒՑՈՂ ԸՆԿԵՐՈՒԹՅՈՒՆ,"['tel:+37410322434', 'tel:+37491322434']","Հայաստան, 0033, Երևան
Հակոբ Հակոբյան փող., 3/3 շենք, սեն.25 (ԵրՄՄԳՀԻ-ի («Մերգելյանի ինստիտուտի») շենքում)",(Արաբկիր վարչ. շրջան),info@impress.am
93,https://www.spyur.am//am/companies/inet-internet--tv-provider/42662,«ԱՅՆԵՏ» ԻՆՏԵՐՆԵՏ-ԾԱՌԱՅՈՒԹՅՈՒՆՆԵՐԻ ԵՎ ՀԵՌՈՒՍՏԱՏԵՍՈՒԹՅԱՆ ՄԱՏԱԿԱՐԱՐ,"['tel:+37460888000', 'tel:+37410707172', 'tel:+37455707170', 'tel:+37498703372', 'tel:+37499703372']","Հայաստան, 0062, Երևան
Մոլդովական փող., 37/47 շենք",(Նոր Նորք վարչ. շրջան),info@i-net.am
94,https://www.spyur.am//am/companies/ineed-market-product-import-production-and-online-sales-company/39805,"«ԱՅ ՆԻԴ ՄԱՐԿԵԹ» (""ineed market"") ԱՊՐԱՆՔՆԵՐԻ ՆԵՐՄՈՒԾՄԱՆ, ԱՐՏԱԴՐՈՒԹՅԱՆ ԵՎ ՕՆԼԱՅՆ-ՎԱՃԱՌՔԻ ԸՆԿԵՐՈՒԹՅՈՒՆ («ԿՐՈՄԱ ԳՐՈՒՊ» սահմանափակ պատասխանատվությամբ ընկերություն/ՍՊԸ)","['tel:+37411200900', 'tel:+37444200900', 'tel:+37441201900']","Հայաստան, 0051, Երևան
Գրիբոյեդովի փող., 25 շենք",(Արաբկիր վարչ. շրջան),info@ineed.am
96,https://www.spyur.am//am/companies/eliteshopam-online-shop/50228,«ԷԼԻՏԵՇՈՓ.ԷՅԷՄ» ԱՌՑԱՆՑ ԽԱՆՈՒԹ,['tel:+37433091010'],"Հայաստան, 0001, Երևան
Հյուսիսային պող., 1 շենք",(Կենտրոն վարչ. շրջան),info@eliteshop.am
97,https://www.spyur.am//am/companies/questglobal-armenia/52320,«ՔՈՒԵՍԹԳԼՈԲԱԼ ԱՐՄԵՆԻԱ» սահմանափակ պատասխանատվությամբ ընկերություն (ՍՊԸ),['tel:+37498222480'],"Հայաստան, 0009, Երևան
Տերյան փող., 105/1 շենք, 9-րդ հարկ («Ցիտադել» բիզնես-կենտրոնի շենքում)",(Կենտրոն վարչ. շրջան),Support@questrade.com
98,https://www.spyur.am//am/companies/hybuys/50193,«ՀԱՅԲԱՅԶ»,['tel:+37444303319'],"Հայաստան, 0001, Երևան
Սայաթ-Նովայի պող., 25 շենք",(Կենտրոն վարչ. շրջան),info@hybuys.com
99,https://www.spyur.am//am/companies/alltexam-textile-goods-shop-and-online-platform/52656,«ՕԼՏԵՔՍ.ԷՅԷՄ» ՏԵՔՍՏԻԼ ԱՐՏԱԴՐԱՆՔԻ ԽԱՆՈՒԹ ԵՎ ՕՆԼԱՅՆ-ՀԱՐԹԱԿ,"['tel:+37455051555', 'tel:+37494666667']","Հայաստան, 0023, Երևան
Արշակունյաց պող., 17/8 շենք, տաղավար 38 («Շոփինգ Սիթի» առևտրի կենտրոնի տարածքում)",(Կենտրոն վարչ. շրջան),alltexarm@gmail.com
100,https://www.spyur.am//am/companies/dam-soft/45922,«ԴԱՄ ՍՈՖԹ» սահմանափակ պատասխանատվությամբ ընկերություն (ՍՊԸ),"['tel:+37411700041', 'tel:+37444700041', 'tel:+37494455788']","Հայաստան, Երևան",,info@damsoft.am
101,https://www.spyur.am//am/companies/arpinet-telecommunication-company/26008,«ԱՐՓԻՆԵՏ» ՀԵՌԱՀԱՂՈՐԴԱԿՑԱԿԱՆ ԸՆԿԵՐՈՒԹՅՈՒՆ,['tel:+37460888888'],"Հայաստան, 1108, Արմավիրի մարզ, Էջմիածին
Բաղրամյան փող., 22/2 շենք",(Վաղարշապատ համայնք),info@arpinet.am
103,https://www.spyur.am//am/companies/instigate-robotics/31643,«ԻՆՍՏԻԳԵՅԹ ՌՈԲՈՏԻՔՍ» փակ բաժնետիրական ընկերություն (ՓԲԸ),['tel:+37460383809'],"Հայաստան, 0052, Երևան
Ծարավ Աղբյուրի փող., 134/1 շենք",(Քանաքեռ-Զեյթուն վարչ. շրջան),info@instigaterobotics.com
104,https://www.spyur.am//am/companies/wi-media-wi-fi-advertisement-platform/34731,«ՎԻ ՄԵԴԻԱ» WI-FI-ԳՈՎԱԶԴԱՅԻՆ ՀԱՐԹԱԿ սահմանափակ պատասխանատվությամբ ընկերություն (ՍՊԸ),['tel:+37495333191'],"Հայաստան, 0002, Երևան
Եկմալյան փող., 6 շենք, 6-րդ հարկ",(Կենտրոն վարչ. շրջան),info@wimedia.am
105,https://www.spyur.am//am/companies/junior-aleksanyan--sons/35194,«ԿՐՏՍԵՐ ԱԼԵՔՍԱՆՅԱՆ ԵՎ ՈՐԴԻՆԵՐ»,"['tel:+37410461915', 'tel:+37491260363']","Հայաստան, 0086, Երևան
Շիրակի փող., 2-րդ օբյեկտ, բն.28 («Կարմիր բլուր» պոլիկլինիկայի դիմաց)",(Շենգավիթ վարչ. շրջան),info@alekslabs.com
106,https://www.spyur.am//am/companies/actual-solutions/45151,«ԱԿՏՈՒԱԼ ՍՈԼՈՒՇՆՍ» սահմանափակ պատասխանատվությամբ ընկերություն (ՍՊԸ),['tel:+37412300309'],"Հայաստան, Երևան",,info@actualsolutions.am
107,https://www.spyur.am//am/companies/digifence/45641,«ԴԻՋԻՖԵՆՍ» սահմանափակ պատասխանատվությամբ ընկերություն (ՍՊԸ),['tel:+37411484848'],"Հայաստան, 0001, Երևան
Սայաթ-Նովայի պող., 11 շենք, բն.7",(Կենտրոն վարչ. շրջան),info@digifence.am
109,https://www.spyur.am//am/companies/globalgis/30643,«ԳԼՈԲԱԼԳԻՍ» սահմանափակ պատասխանատվությամբ ընկերություն (ՍՊԸ),['tel:+37496445514'],"Հայաստան, 0002, Երևան
Լեոյի փող., 38 շենք",(Կենտրոն վարչ. շրջան),sales@garmin.am
110,https://www.spyur.am//am/companies/dg-consulting-accounting-company/41953,«ԴԻ ՋԻ ՔՈՆՍԱԼԹԻՆԳ» ՀԱՇՎԱՊԱՀԱԿԱՆ ԸՆԿԵՐՈՒԹՅՈՒՆ,"['tel:+37411330004', 'tel:+37498788080']","Հայաստան, 0001, Երևան
Հյուսիսային պող., 5/125 շենք",(Կենտրոն վարչ. շրջան),dgconsulting.team@gmail.com
111,https://www.spyur.am//am/companies/switch-net/32434,«ՍՎԻՉ ՆԵՏ» («ԱՍԲԱՐ» սահմանափակ պատասխանատվությամբ ընկերություն/ՍՊԸ),"['tel:+37410747220', 'tel:+37460617777']","Հայաստան, 0064, Երևան
Րաֆֆու փող., 70/1 շենք",(Մալաթիա-Սեբաստիա վարչ. շրջան),support@it.am
112,https://www.spyur.am//am/companies/internet-communication-networks-and-itv/42509,«ԻՆՏԵՐՆԵՏ ԿՈՄՈՒՆԻԿԱՑԻՈՆ ՑԱՆՑԵՐ ԵՎ ԱՅԹԻՎԻ»,['tel:+37412979700'],"Հայաստան, 0014, Երևան
Մամիկոնյանց փող., 48 շենք",(Արաբկիր վարչ. շրջան),info@icn.am
113,https://www.spyur.am//am/companies/brandon-marketing-and-branding-agency/32064,«ԲՐԵՆԴՈՆ» ՄԱՐԿԵՏԻՆԳԱՅԻՆ ԵՎ ԲՐԵՆԴԻՆԳԱՅԻՆ ԳՈՐԾԱԿԱԼՈՒԹՅՈՒՆ,"['tel:+37455999015', 'tel:+37494997017', 'tel:+37477870090']","Հայաստան, 0014, Երևան
Ազատության պող., 24/15 շենք («Բիզնես Պարկ» բիզնես-կենտրոնի շենքում)",(Քանաքեռ-Զեյթուն վարչ. շրջան),info@brandon.am
115,https://www.spyur.am//am/companies/state-electronic-payment-system/32189,«ՊԵՏԱԿԱՆ ՎՃԱՐՈՒՄՆԵՐԻ ԷԼԵԿՏՐՈՆԱՅԻՆ ՀԱՄԱԿԱՐԳ» (ՀԱՅԱՍՏԱՆԻ ՀԱՆՐԱՊԵՏՈՒԹՅԱՆ ՖԻՆԱՆՍՆԵՐԻ ՆԱԽԱՐԱՐՈՒԹՅՈՒՆ),['tel:+37411910410'],"Հայաստան, Երևան",,e-payment@minfin.am
116,https://www.spyur.am//am/companies/technology-management-center-of-yerevan-city/88665,«ԵՐԵՎԱՆ ՔԱՂԱՔԻ ԿԱՌԱՎԱՐՄԱՆ ՏԵԽՆՈԼՈԳԻԱՆԵՐԻ ԿԵՆՏՐՈՆ» փակ բաժնետիրական ընկերություն (ՓԲԸ) (ԵՐԵՎԱՆԻ ՔԱՂԱՔԱՊԵՏԱՐԱՆ),['tel:+37411514700'],"Հայաստան, 0010, Երևան
Փավստոս Բուզանդի փող., 1/3 շենք, 6-րդ հարկ",(Կենտրոն վարչ. շրջան),tmcyc@yerevan.am
119,https://www.spyur.am//am/companies/link/2057,«ԼԻՆԿ» սահմանափակ պատասխանատվությամբ ընկերություն (ՍՊԸ),"['tel:+37411209100', 'tel:+37455209100']","Հայաստան, 0051, Երևան
Կոմիտասի պող., 49 շենք, 3-րդ հարկ",(Արաբկիր վարչ. շրջան),link_support@link.am
120,https://www.spyur.am//am/companies/hypernet/2794,«ՀԱՅՓԵՐՆԵԹ» սահմանափակ պատասխանատվությամբ ընկերություն (ՍՊԸ),['tel:+37493030730'],"Հայաստան, 0048, Երևան
Ֆուչիկի փող., 27/5 շենք",(Աջափնյակ վարչ. շրջան),info@hypernet.am
121,https://www.spyur.am//am/companies/netsys/2805,"«ՆԵՏՍԻՍ» հայ-ամերիկյան համատեղ ձեռնարկություն, սահմանափակ պատասխանատվությամբ ընկերություն (ՍՊԸ)","['tel:+37410540091', 'tel:+37491009984']","Հայաստան, 0010, Երևան
Հանրապետության փող., 22 շենք",(Կենտրոն վարչ. շրջան),info@netsys.am
124,https://www.spyur.am//am/companies/san-telecom/3299,«ՍԱՆ ՏԵԼԵԿՈՄ» սահմանափակ պատասխանատվությամբ ընկերություն (ՍՊԸ),"['tel:+37460613020', 'tel:+37499350665']","Հայաստան, 0097, Երևան
Նորաշեն (16-րդ թաղամաս), 23 շենք, բն.86",(Աջափնյակ վարչ. շրջան),marketing@oktell.am
125,https://www.spyur.am//am/companies/freenet/4235,«ՖՐԻՆԵՏ»,[],"Հայաստան, 0014, Երևան
Պարույր Սևակի փող., 1 շենք, 4-րդ հարկ (ՀՀ ԳԱԱ տպարանի հարևանությամբ)",(Քանաքեռ-Զեյթուն վարչ. շրջան),freenet@freenet.am
126,https://www.spyur.am//am/companies/smart-systems/4275,«ՍՄԱՐՏ ՍԻՍԹԵՄՍ» սահմանափակ պատասխանատվությամբ ընկերություն (ՍՊԸ),"['tel:+37460650006', 'tel:+37491011395', 'tel:+37491283953', 'tel:+37491006027']","Հայաստան, 0014, Երևան
Պարույր Սևակի փող., 9 շենք",(Քանաքեռ-Զեյթուն վարչ. շրջան),info@smartsystems.am
127,https://www.spyur.am//am/companies/viva-mts/4827,«ՎԻՎԱ-ՄՏՍ» («ՄՏՍ ՀԱՅԱՍՏԱՆ» փակ բաժնետիրական ընկերություն/ՓԲԸ),['tel:+37493297111'],"Հայաստան, 0015, Երևան
Արգիշտիի փող., 4/1 շենք",(Կենտրոն վարչ. շրջան),111@mts.am
129,https://www.spyur.am//am/companies/arvin-kocharian-productions/5395,«ԱՐՎԻՆ ՔՈՉԱՐՅԱՆ ՓՐՈԴԱՔՇՆՍ»,[],"Հայաստան, 0019, Երևան
Մարշալ Բաղրամյան պող., 2 շենք, բն.37",(Կենտրոն վարչ. շրջան),kocharian@gmail.com
130,https://www.spyur.am//am/companies/crossnet-telecommunication-company/5497,«ՔՐՈՍՍՆԵԹ» ՀԵՌԱՀԱՂՈՐԴԱԿՑԱԿԱՆ ԸՆԿԵՐՈՒԹՅՈՒՆ,"['tel:+37460370000', 'tel:+37415500500']","Հայաստան, 0002, Երևան
Սարյան փող., 22 շենք, տարածք 2",(Կենտրոն վարչ. շրջան),cross@cross.am
131,https://www.spyur.am//am/companies/yerevan-telecom-solutions/5546,«ԵՐԵՎԱՆ ՏԵԼԵԿՈՄ ՍՈԼՈՒՇՆՍ» փակ բաժնետիրական ընկերություն (ՓԲԸ),"['tel:+37491240020', 'tel:+37460707020']","Հայաստան, 0025, Երևան
Չարենցի փող., 1 շենք, 5-րդ հարկ, սեն. 512, 514",(Կենտրոն վարչ. շրջան),info@yerevantelecom.am
132,https://www.spyur.am//am/companies/realtime-internet-provider/5571,«ՌԵԱԼ ԹԱՅՄ» ԻՆՏԵՐՆԵՏ-ՊՐՈՎԱՅԴԵՐ,"['tel:+37494195265', 'tel:+37491195265', 'tel:+37455195265']","Հայաստան, 0051, Երևան
Կոմիտասի պող., 49/4 շենք, 12-րդ հարկ",(Արաբկիր վարչ. շրջան),support@realtime.am
133,https://www.spyur.am//am/companies/shah-training-center/5727,«ՇԱՀ» ՈՒՍՈՒՄՆԱԿԱՆ ԿԵՆՏՐՈՆ սահմանափակ պատասխանատվությամբ ընկերություն (ՍՊԸ),"['tel:+37494057535', 'tel:+37426423575']","Հայաստան, 1201, Գեղարքունիքի մարզ, Գավառ
Սայադյան փող., 27 տուն",(Գավառ համայնք),karine.ghajoyan@gmail.com
137,https://www.spyur.am//am/companies/sky-net-internet-provider/6314,«ՍՔԱՅ ՆԵԹ» ԻՆՏԵՐՆԵՏ-ՊՐՈՎԱՅԴԵՐ,"['tel:+37410580510', 'tel:+37491886611']","Հայաստան, Երևան
Մամիկոնյան փող., 48 շենք, 3-րդ հարկ",(Մալաթիա-Սեբաստիա վարչ. շրջան),info@skynet.am
138,https://www.spyur.am//am/companies/e-works-web-design-studio/6444,"«Ի-ՎՈՐԿՍ» ՎԵԲ-ԴԻԶԱՅՆ-ՍՏՈՒԴԻԱ հայ-ֆրանսիական համատեղ ձեռնարկություն, սահմանափակ պատասխանատվությամբ ընկերություն (ՍՊԸ)",['tel:+37491488384'],"Հայաստան, 0015, Երևան
Սուրբ Գրիգոր Լուսավորչի փող., 9 շենք",(Կենտրոն վարչ. շրջան),info@e-works.am
143,https://www.spyur.am//am/companies/actrade-soft/6865,«ԱԿԹՐԵՅԴ-ՍՈՖԹ» սահմանափակ պատասխանատվությամբ ընկերություն (ՍՊԸ),"['tel:+37410229081', 'tel:+37410229082', 'tel:+37499229081', 'tel:+37499229082', 'tel:+37455600666']","Հայաստան, 0019, Երևան
Մարշալ Բաղրամյան պող., 31ա շենք, տարածք 23",(Արաբկիր վարչ. շրջան),info@actrade-soft.com
145,https://www.spyur.am//am/companies/sprint-electronic-marketing-center/7103,«ՍՊՐԻՆՏ» ԷԼԵԿՏՐՈՆԱՅԻՆ ՄԱՐԿԵՏԻՆԳԻ ԿԵՆՏՐՈՆ,['tel:+37477572772'],"Հայաստան, Երևան",,info@sprintcenter.am
146,https://www.spyur.am//am/companies/webex-technologies-software-development-company/20533,«ՎԵԲԷՔՍ ԹԵՔՆՈԼՈՋԻՍ» ԾՐԱԳՐԱՎՈՐՄԱՆ ԸՆԿԵՐՈՒԹՅՈՒՆ սահմանափակ պատասխանատվությամբ ընկերություն (ՍՊԸ),"['tel:+37496101017', 'tel:+37496400073']","Հայաստան, 0033, Երևան
Մարշալ Բաղրամյան պող., 79 շենք, բն.1/1",(Արաբկիր վարչ. շրջան),info@webex.am
148,https://www.spyur.am//am/companies/mer-soft/21007,«ՄԵՐ ՍՈՖԹ» սահմանափակ պատասխանատվությամբ ընկերություն (ՍՊԸ),['tel:+37494355111'],"Հայաստան, 0082, Երևան
Ծիծեռնակաբերդի խճուղի, 1/3 շենք",(Կենտրոն վարչ. շրջան),info@mersoft.am
151,https://www.spyur.am//am/companies/topsoft---solutions-center/22268,«ԹՈՓՍՈՖՏ - ԼՈՒԾՈՒՄՆԵՐԻ ԿԵՆՏՐՈՆ» («ՇԱՆԹ ՔՈՄՓՅՈՒ» սահմանափակ պատասխանատվությամբ ընկերություն/ՍՊԸ),"['tel:+37460612612', 'tel:+37455405126']","Հայաստան, 0014, Երևան
Ադոնցի փող., 13/7 շենք",(Արաբկիր վարչ. շրջան),info@topsoft.am
152,https://www.spyur.am//am/companies/top-print-printing-company/22269,«ԹՈՓ ՓՐԻՆՏ» ՏՊԱԳՐԱԿԱՆ ԸՆԿԵՐՈՒԹՅՈՒՆ,['tel:+37493598003'],"Հայաստան, 0014, Երևան
Ադոնցի փող., 13/7 շենք",(Արաբկիր վարչ. շրջան),info@topprint.am
154,https://www.spyur.am//am/companies/x-tech/22270,«ԴԵՎԵԼՈՓՎԵՅ» փակ բաժնետիրական ընկերություն (ՓԲԸ),['tel:+37493219784'],"Հայաստան, 0009, Երևան
Տերյան փող., 105 շենք",(Կենտրոն վարչ. շրջան),contact@developway.am
167,https://www.spyur.am//am/companies/ogma-applications/25817,«ՕԳՄԱ ԱՓԼԻՔԵՅՇՆՍ» փակ բաժնետիրական ընկերություն (ՓԲԸ),['tel:+37410350360'],"Հայաստան, 0038, Երևան
Աբելյան փող., 6/1 շենք, 3-րդ հարկ, սեն. A-304",(Աջափնյակ վարչ. շրջան),marketing@ogmainc.com
169,https://www.spyur.am//am/companies/best-soft/25931,«ԲԵՍԹ ՍՈՖԹ» փակ բաժնետիրական ընկերություն (ՓԲԸ),['tel:+37410577760'],"Հայաստան, Երևան
Արգիշտիի փող., 11 շենք",(Կենտրոն վարչ. շրջան),info@bestsoft.am
171,https://www.spyur.am//am/companies/cyber-gates/26183,«ՍԱՅԲԵՐ ԳԵՅԹՍ» սահմանափակ պատասխանատվությամբ ընկերություն (ՍՊԸ),['tel:+37496345685'],"Հայաստան, 0088, Երևան
Շիրազի փող., 50 շենք, 8-րդ հարկ, բն.31",(Աջափնյակ վարչ. շրջան),samvel.gevorgyan@cybergates.org
173,https://www.spyur.am//am/companies/gn-systems/26728,«ՋԻԷՆ ՍԻՍԹԵՄՍ» սահմանափակ պատասխանատվությամբ ընկերություն (ՍՊԸ),['tel:+37460460102'],"Հայաստան, 0037, Երևան
Կարապետ Ուլնեցու փող., 31/3 շենք, 7-րդ հարկ, սեն.710",(Քանաքեռ-Զեյթուն վարչ. շրջան),info@gnsystems.am​
174,https://www.spyur.am//am/companies/iguan-systems/27120,«ԻԳՈՒԱՆ ՍԻՍՏԵՄՍ» սահմանափակ պատասխանատվությամբ ընկերություն (ՍՊԸ),['tel:+37498577176'],"Հայաստան, Երևան
Հրաչյա Ներսիսյան փող., 12/10 շենք",(Քանաքեռ-Զեյթուն վարչ. շրջան),hr.iguan@gmail.com
175,https://www.spyur.am//am/companies/vardanyan-design-studio/27478,«ՎԱՐԴԱՆՅԱՆ ԴԻԶԱՅՆ ՍՏՈՒԴԻՈ» սահմանափակ պատասխանատվությամբ ընկերություն (ՍՊԸ),['tel:+37477050504'],"Հայաստան, Կոտայքի մարզ, Ջրվեժ գյուղ
6-րդ փողոց, 35 տուն",(Ջրվեժ համայնք),info@vardanyan.am
176,https://www.spyur.am//am/companies/homenet/27560,«ՀՈՄՆԵԹ» սահմանափակ պատասխանատվությամբ ընկերություն (ՍՊԸ) («ՄԵՋԻՔ ՎԵՅ» սահմանափակ պատասխանատվությամբ ընկերություն/ՍՊԸ),['tel:+37410350209'],"Հայաստան, 0078, Երևան
Ֆուչիկի փող., 25/2 շենք",(Աջափնյակ վարչ. շրջան),info@homenet.am
179,https://www.spyur.am//am/companies/fixit-it-company/27910,«ՖԻՔՍԻԹ ԻԹ ՔՕՄՓԱՆԻ» սահմանափակ պատասխանատվությամբ ընկերություն (ՍՊԸ),"['tel:+37410502474', 'tel:+37493502474']","Հայաստան, 0033, Երևան
Մարշալ Բաղրամյան պող., 79 շենք",(Արաբկիր վարչ. շրջան),armenia-fixit@yandex.com
180,https://www.spyur.am//am/companies/seo-armenia/27929,«ՍԵՈ ԱՐՄԵՆԻԱ»,[],"Հայաստան, 0033, Երևան
Գյուլբենկյան փող., 24 շենք, գրասենյակ 98",(Արաբկիր վարչ. շրջան),info@e-works.am
183,https://www.spyur.am//am/companies/webb-fontaine-holding/28615,«ՎԵԲԲ ՖՈՆՏԵՆ ՀՈԼԴԻՆԳ» սահմանափակ պատասխանատվությամբ ընկերություն (ՍՊԸ),['tel:+37410655657'],"Հայաստան, 0011, Երևան
Արմենակ Արմենակյան փող., 2/5 շենք, 6-րդ հարկ",(Նորք-Մարաշ վարչ. շրջան),contact@webbfontaine.com
184,https://www.spyur.am//am/companies/mobidram-cjsc-subsidiary-company-of-mts-armenia-cjsc/28717,"«ՄՈԲԻԴՐԱՄ» ՓԲԸ, «ՄՏՍ-ՀԱՅԱՍՏԱՆ» ՓԲԸ ԴՈՒՍՏՐ ԸՆԿԵՐՈՒԹՅՈՒՆ",['tel:+37493297333'],"Հայաստան, 0015, Երևան
Արգիշտիի փող., 4/1 շենք",(Կենտրոն վարչ. շրջան),help@mobidram.am
185,https://www.spyur.am//am/companies/fastnet/28852,«ՖԱՍԹՆԵՏ»,['tel:+37410547320'],"Հայաստան, 0010, Երևան
Նալբանդյան փող., 7 շենք, բն.15",(Կենտրոն վարչ. շրջան),info@fastnet.am
186,https://www.spyur.am//am/companies/arm-gps/29088,«ԱՐՄ ՋԻՓԻԷՍ»,['tel:+37494834344'],"Հայաստան, Երևան
Սմբատ Զորավարի փող., 11/2 շենք",(Շենգավիթ վարչ. շրջան),info@armgps.com
187,https://www.spyur.am//am/companies/incript/29102,«ԻՆԿՐԻՊՏ» սահմանափակ պատասխանատվությամբ ընկերություն (ՍՊԸ),['tel:+37460468080'],"Հայաստան, 0014, Երևան
Ադոնցի փող., 10 շենք",(Արաբկիր վարչ. շրջան),info@incript.am
188,https://www.spyur.am//am/companies/arm-gps/29088,«ՄԵԳԱՋԵՔ» ԾՐԱԳՐԱՅԻՆ ԱՊԱՀՈՎՄԱՆ ԸՆԿԵՐՈՒԹՅՈՒՆ,['tel:+37455550599'],"Հայաստան, Երևան
Բաշինջաղյան փող., 181/19 շենք",(Աջափնյակ վարչ. շրջան),info@armgps.com
189,https://www.spyur.am//am/companies/armenian-indian-center-for-excellence-in-information-and-communication-technologies/29171,ՀԱՅ-ՀՆԴԿԱԿԱՆ ՏԵՂԵԿԱՏՎԱԿԱՆ ԵՎ ՀԵՌԱՀԱՂՈՐԴԱԿՑՄԱՆ ՏԵԽՆՈԼՈԳԻԱՆԵՐԻ ԳԵՐԱԶԱՆՑՈՒԹՅԱՆ ԿԵՆՏՐՈՆ,"['tel:+37410556810', 'tel:+37493556810', 'tel:+37499556810', 'tel:+37441556816']","Հայաստան, 0025, Երևան
Ալեք Մանուկյան փող., 1 շենք",(Կենտրոն վարչ. շրջան),info@armindia.am
190,https://www.spyur.am//am/companies/nairisoft-representation-in-armenia/29353,"«ՆԱԻՐԻՍՈՖԹ», ՀԱՅԱՍՏԱՆՅԱՆ ՆԵՐԿԱՅԱՑՈՒՑՉՈՒԹՅՈՒՆ",['tel:+37410209964'],"Հայաստան, 0014, Երևան
Կոմիտասի պող., 60-3 շենք",(Արաբկիր վարչ. շրջան),info@nairisoft.com
192,https://www.spyur.am//am/companies/vip-studio/29503,«ՎԻ ԱՅ ՓԻ ՍՏՈՒԴԻՈ» սահմանափակ պատասխանատվությամբ ընկերություն (ՍՊԸ),['tel:+37491595959'],"Հայաստան, 0010, Երևան
Խանջյան փող., 19 շենք, 3-րդ հարկ, սեն.7",(Կենտրոն վարչ. շրջան),info@vipstudio.am
193,https://www.spyur.am//am/companies/master-web/29547,«ՄԱՍՏԵՐ-ՎԵԲ»,['tel:+37494323255'],"Հայաստան, 0099, Երևան
Լենինգրադյան փող., 23/13 շենք",(Մալաթիա-Սեբաստիա վարչ. շրջան),info@masterweb.am
196,https://www.spyur.am//am/companies/nairi-tech/29879,«ՆԱԻՐԻ-ԹԵՔ» սահմանափակ պատասխանատվությամբ ընկերություն (ՍՊԸ),['tel:+37493540290'],"Հայաստան, Երևան
Արմեն Տիգրանյան փող., 28 տուն",(Քանաքեռ-Զեյթուն վարչ. շրջան),info@nairi-tech.com
